Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,1853
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,1983
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,434
India,Karnataka,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,16
India,Kerala,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,988
India,Kerala,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,1176
India,Kerala,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,18
India,Kerala,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,4
India,Kerala,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,84
India,Kerala,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,79
India,Kerala,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,115
India,Kerala,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,1
India,Kerala,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,2
India,Kerala,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Kerala,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,1067
India,Kerala,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,1293
India,Kerala,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,4
India,Kerala,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,85
India,Kerala,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,18
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Ladakh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,2929
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,9470
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,798
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,230
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,1296
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,258
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,938
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,28
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,316
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,3187
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,10408
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,242
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,1612
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,826
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,3950
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,5067
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,205
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,51
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,1158
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,178
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,324
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,4
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,1
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,71
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,4128
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,5391
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,52
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,1229
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,209
India,Manipur,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,2
India,Manipur,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,2
India,Manipur,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,10
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,10
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,2
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,10
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,10
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,2
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,4
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,4
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,4
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,4
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,129
India,Odisha,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,513
India,Odisha,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,12
India,Odisha,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,51
India,Odisha,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,141
India,Odisha,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,564
India,Odisha,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,7
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,6
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Female,Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Female,Persons Charge sheeted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Female,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Female,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Female,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Charge sheeted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Transgender,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Arrested,7
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Charge sheeted,6
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2022",Total (Male+Female+Transgender),,0
India,Punjab,"Calendar Year (Jan - Dec), 2022",Male,Persons Arrested,450
India,Punjab,"Calendar Year (Jan - Dec), 2022",Male,Persons Charge sheeted,356
India,Punjab,"Calendar Year (Jan - Dec), 2022",Male,Persons Convicted,46
India,Punjab,"Calendar Year (Jan - Dec), 2022",Male,Persons Discharged,43
India,Punjab,"Calendar Year (Jan - Dec), 2022",Male,Persons Acquitted,164
